title,rate
positive covid19,0
last_24,1
covid19 covid,0
19 coronavirus,1
loved_ones,1
help_us,1
via change,1
cases rise,1
testing positive,1
kong postpones,1
coronavirus tests,1
coronavirus hearing,1
contagios coronavirus,1
american_people,1
19 treatment,1
fight covid19,0
cases reported,1
protests spread,1
relief_bill,1
last_week,1
day chalo,1
wash_hands,1
first covid,0
kota tegal,1
good_news,1
get tested,1
corona covid19,0
trump coronavirus,1
coronavirus covid 19,0
covid 19 coronavirus,0
two_weeks,1
000 people,1
dog test,1
dio_positivo,1
coronavirus argentina,1
common_cold,1
look_like,1
died coronavirus,1
com covid,0
covid19 testing,0
jul 31,1
pandemic immigrantsdiewhendurbinlies,1
dies covid,0
next_week,1
coronavirus infection,1
india_mitega,1
100_000,1
months_ago,1
protokol_kesehatan,1
national_strategy,1
testing plan,1
19 em,1
total_number,1
muertes coronavirus,1
democratic states,1
crisis coronavirus,1
covid19 crisis,0
get coronavirus,1
covid19 sarscov2,0
19 positive,1
coronavirus corona,1
would_like,1
covid19 corona,0
postpone election,1
000 dead,1
coronavirus patients,1
july 30,1
across_country,1
reino_unido,1
died covid19,0
million_doses,1
one_day,1
cases covid19,0
social_distance,1
viernes 31,1
via_gatewaypundit,1
people_dying,1
coronavirus disease,1
covid19 patients,0
sanofi_gsk,1
covid19 amp,0
blame governors,1
covid covid19,0
covid19 lockdown,0
spread virus,1
new death,1
19 victims,1
19 lockdown,1
19 infection,1
tulsa_rally,1
south_africa,1
19 spread,1
19 case,1
slow_spread,1
000 deaths,1
people die,1
gop_realdonaldtrump,1
could blame,1
children may,1
herd_immunity,1
eid_al,1
mitega_india,1
ministerio_salud,1
go_away,1
back_work,1
covid19 covid 19,0
need_know,1
casos_activos,1
fauci protests,1
may carry,1
next_year,1
children staff,1
19 data,1
coronavirus amp,1
postponejee_neetsept postponejee_neetsept,1
post covid,0
drrpnishank_hrdministry,1
al_adha,1
st_louis,1
relief_package,1
response coronavirus,1
second_quarter,1
pmoindia_ugc india,1
per_day,1
coronavirus bill,1
coronavirus team,1
high_school,1
pandemi covid,0
prevent_spread,1
via_nytimes,1
please_help,1
prime_minister,1
louie_gohmert,1
new_normal,1
global_pandemic,1
19 impact,1
19 related,1
wan_na,1
infected coronavirus,1
pandemic covid19,0
high_levels,1
muertos coronavirus,1
high_risk,1
jair_bolsonaro,1
million people,1
sergio_perez,1
business_insider,1
31 july,1
united_nations,1
number coronavirus,1
mitch_mcconnell,1
wear_face,1
us covid,0
common_sense,1
coronavirus aid,1
us coronavirus,1
small_businesses,1
coronavirus spread,1
across_globe,1
19 infections,1
new study,1
american lives,1
co_founder,1
fight coronavirus,1
new post,1
positif covid,0
health experts,1
get_sick,1
staff_georgia,1
deaths reported,1
vacuna coronavirus,1
six_months,1
19 restrictions,1
red_states,1
19 amp,1
fox_news,1
first coronavirus,1
kids_back,1
coronavirus restrictions,1
health_department,1
young children,1
join_us,1
100 million,1
schools_reopen,1
people covid,0
shincheonji_church,1
30 julio,1
coronavirus immigrantsdiewhendurbinlies,1
even_though,1
whitehouse_realdonaldtrump,1
national_plan,1
000 coronavirus,1
abc_news,1
people like,1
live news,1
covid19 response,0
coronavirus news,1
get back,1
hitting democratic,1
poliedro caracas,1
nuovi_casi,1
cain dies,1
covid19 virus,0
19 hospital,1
world health,1
carrie lam,1
healthcare_workers,1
46 mil,1
response covid19,0
elections year,1
population coronavirus,1
take_care,1
face_coverings,1
contagios covid19,0
number covid,0
get covid19,0
au coronavirus,1
contagio covid,0
realdonaldtrump trump,1
post covid19,0
sarscov2_forecast,1
high commissioner,1
korea covid,0
idul_adha,1
opening_schools,1
let_us,1
americans_died,1
14_days,1
first day,1
working_home,1
commissioner human,1
rights justice,1
mil casos,1
breaking_news,1
nations high,1
church korea,1
coronavirus us,1
ee_uu,1
justice shincheonji,1
virus hitting,1
office united,1
covid19 test,0
country world,1
effective_treating,1
cases confirmed,1
death_population,1
national coronavirus,1
people get,1
mask_wearing,1
health_ministry,1
in_the,1
total deaths,1
du covid,0
send_kids,1
du_masque,1
testify house,1
19 exposure,1
press_conference,1
postpones elections,1
daily_thanks,1
despite covid,0
ugc_india drrpnishank,1
hackers targeted,1
dies coronavirus,1
via_googlenews,1
kushner covid,0
19 died,1
trump says,1
est_pas,1
year citing,1
covid cases,0
cdc says,1
reports_record,1
daily cases,1
31petitioners studentsinscforjustice,1
positive tests,1
make sense,1
hrdministry 31petitioners,1
new_jersey,1
nouveaux_cas,1
risks_life,1
last_night,1
coronavirus updates,1
number cases,1
seems_like,1
of_the,1
hands face,1
singh_md,1
viral_video,1
port_du,1
face space,1
relawan mandiri,1
sleep away,1
victims sign,1
mail_in,1
2020 07,1
il coronavirus,1
easing england,1
sounds_like,1
infected covid,0
china virus,1
deaths per,1
impact covid19,0
cardinals brewers,1
tercer_pais,1
essential_workers,1
kong delays,1
believing virus,1
health amp,1
since_march,1
day_row,1
ranaayyub record,1
people need,1
may_allah,1
coronavirus related,1
the coronavirus,1
click_link,1
000 muertos,1
fbi_building,1
one week,1
schools_open,1
shied away,1
10 days,1
19 vaccines,1
global studies,1
strategy believing,1
got_ta,1
records first,1
away national,1
last_days,1
india coronavirus,1
trump rally,1
virus covid19,0
federal_government,1
team shied,1
recovery_rate,1
muertos covid,0
great_job,1
via_nyt,1
aged_care,1
virus covid,0
lockdown rules,1
pm_et,1
19 traves,1
tell_us,1
better_job,1
hardest could,1
watch_live,1
false_positives,1
front lines,1
covid 19,0
19 cases,1
coronavirus cases,1
coronavirus pandemic,1
coronavirus covid19,0
19 pandemic,1
covid19 coronavirus,0
positive covid,0
new cases,1
positive coronavirus,1
19 vaccine,1
tests positive,1
casos covid,0
dr_fauci,1
coronavirus deaths,1
nuevos casos,1
tested positive,1
death_toll,1
via_youtube,1
social_distancing,1
new coronavirus,1
test positive,1
coronavirus vaccine,1
new covid,0
19 deaths,1
wear_mask,1
public_health,1
new york,1
casos coronavirus,1
covid19 cases,0
due covid,0
19 patients,1
coronavirus covid,0
covid19 pandemic,0
donald_trump,1
24_horas,1
bbc_news,1
united_states,1
news coronavirus,1
white_house,1
19 via,1
hong_kong,1
nursing_homes,1
24_hours,1
spread covid,0
coronavirus outbreak,1
blue_states,1
first day,1
summer_camp,1
vacuna covid,0
gon_na,1
casos positivos,1
pandemia covid,0
ultimas_24,1
19 test,1
many_people,1
casos_confirmados,1
19 testing,1
19 death,1
coronavirus restrictions,1
coronavirus lockdown,1
pandemia coronavirus,1
due coronavirus,1
sars_cov,1
cases covid,0
wearing_mask,1
coronavirus relief,1
wear_masks,1
india_mitega,1
south_africa,1
150 000,1
spread coronavirus,1
confirmed cases,1
due covid19,0
positive cases,1
schools_reopen,1
coronavirus infected,1
york_times,1
back_school,1
01 08,1
student tests,1
active cases,1
mitega_india,1
bill_gates,1
anthony_fauci,1
19 outbreak,1
long_term,1
august_2020,1
indiana student,1
coronavirus via,1
us covid,0
tik tok,1
stay_safe,1
total cases,1
coronavirus update,1
death_rate,1
covid 19 coronavirus,0
wearing_masks,1
da covid,0
novel coronavirus,1
health care,1
herman_cain,1
live_updates,1
fight covid,0
looks_like,1
via_gatewaypundit,1
500 000,1
immigrantsdiewhendurbinlies_unblocks386,1
stay_home,1
amid covid,0
cases coronavirus,1
coronavirus creeps,1
died covid,0
day school,1
school reopens,1
spread covid19,0
amid coronavirus,1
muertes covid,0
in_person,1
get covid,0
coronavirus death,1
19 restrictions,1
last_24,1
year_old,1
reopens coronavirus,1
mass_vaccination,1
new deaths,1
19 tests,1
thousands protest,1
corona virus,1
pandemia covid19,0
new covid19,0
people died,1
school indiana,1
single_day,1
unblocks386 dickdurbin,1
19 di,1
gt_gt,1
coronavirus testing,1
positivo covid,0
casos covid19,0
sa_mga,1
president trump,1
pruebas clinicas,1
thousands march,1
contact_tracing,1
19 crisis,1
casos nuevos,1
go_back,1
coronavirus crisis,1
coronavirus covid 19,0
testing positive,1
test_results,1
face_masks,1
19 relief,1
trump_administration,1
every_day,1
contagios covid,0
may need,1
march berlin,1
coronavirus response,1
people coronavirus,1
fake_news,1
face_mask,1
georgia summer,1
agosto_2020,1
july_31,1
coronavirus live,1
vacuna coronavirus,1
third highest,1
000 americans,1
experts_say,1
pubs may,1
covid19 deaths,0
patients nursing,1
cases deaths,1
top_story,1
19 response,1
social_media,1
berlin protest,1
000 people,1
ban tiktok,1
allow schools,1
grijalva tests,1
positive covid19,0
19 virus,1
medical_experts,1
coronavirus argentina,1
second_wave,1
need shut,1
19 coronavirus,1
save_lives,1
covid19 covid 19,0
pacientes covid,0
coronavirus pubs,1
jared_kushner,1
100_000,1
19 lockdown,1
people_dying,1
open_schools,1
benefits_expire,1
muertes coronavirus,1
shut allow,1
ng_mga,1
around_world,1
positivo coronavirus,1
vaccine_candidate,1
people die,1
covid19 covid,0
total_number,1
jim_jordan,1
russia plans,1
tercer_pais,1
19 positive,1
10 000,1
trabaho mo,1
number one,1
fatality_rate,1
big_pharma,1
coronavirus disease,1
relief_bill,1
08 2020,1
via_nytimes,1
du coronavirus,1
raul grijalva,1
positivos covid,0
way people,1
000 new,1
ministerio_salud,1
boris_johnson,1
high_school,1
coronavirus test,1
berlin coronavirus,1
covid coronavirus,0
health workers,1
july 2020,1
jobless_benefits,1
coronavirus corona,1
herd_immunity,1
19 surges,1
miles personas,1
american_people,1
plans mass,1
joe_biden,1
coronavirus killed,1
cases india,1
tens_thousands,1
stop_spread,1
covid19 sarscov2,0
positif covid,0
impact covid,0
nuevos_contagios,1
help_us,1
right_wing,1
golf_club,1
contagios coronavirus,1
trump says,1
would_like,1
pandemi covid,0
wan_na,1
protokol_kesehatan,1
health_department,1
19 surge,1
get coronavirus,1
cases europe,1
19 em,1
americans die,1
health_officials,1
say us,1
get tested,1
economic_shutdown,1
children staff,1
liability_claims,1
one_day,1
half_million,1
covid covid19,0
europe due,1
different degrees,1
vaccine liability,1
covid19 patients,0
covid19 vaccine,0
fauci medical,1
cynthia villar,1
americans_died,1
healthcare_workers,1
000 covid,0
mortes covid,0
due different,1
vaccination campaign,1
cases reported,1
degrees economic,1
19 public,1
via_breitbartnews,1
protest coronavirus,1
coronavirus stimulus,1
staff_georgia,1
india covid,0
heads golf,1
surges jobless,1
coronavirus infections,1
unemployment_benefits,1
19 update,1
club covid,0
coronavirus india,1
let_us,1
make_sure,1
corona covid19,0
per_day,1
muertos coronavirus,1
000 deaths,1
good_news,1
security_forces,1
wash_hands,1
trump heads,1
000 dead,1
hundreds georgia,1
first_time,1
sign_petition,1
democrat_governors,1
killed far,1
killed way,1
covid 19 covid19,0
covid19 amp,0
far covid,0
common_cold,1
coronavirus patients,1
das coronavirus,1
health threat,1
forces killed,1
cdc says,1
young_people,1
coronavirus bill,1
response covid,0
19 trump,1
testing plan,1
brutal security,1
trump coronavirus,1
dr_anthony,1
social_distance,1
casos_activos,1
world largest,1
high_risk,1
largest vaccine,1
die covid,0
protest_berlin,1
19 infections,1
died covid19,0
deaths reported,1
new death,1
cruise_ship,1
threat number,1
look_like,1
nuevo_record,1
fauci wrong,1
total deaths,1
national testing,1
died coronavirus,1
31_julio,1
cases confirmed,1
louie_gohmert,1
abiymustgo freejawarmohammed,1
handling coronavirus,1
vaccine maker,1
months_ago,1
nuovi_casi,1
na_lang,1
red_states,1
two_weeks,1
infected coronavirus,1
one abiymustgo,1
new post,1
common_sense,1
mental_health,1
cases covid19,0
mass_produce,1
covid19 positive,0
fight covid19,0
dio_positivo,1
000 000,1
covid19 lockdown,0
last_week,1
vaccine race,1
protest covid,0
rep raul,1
loved_ones,1
control coronavirus,1
pagbutihin mo,1
19 amp,1
population coronavirus,1
daily_thanks,1
est_pas,1
million people,1
coronavirus russia,1
unproven covid,0
campaign october,1
overnight camp,1
coronavirus infection,1
go_away,1
primera vacuna,1
freejawarmohammed oromoprotests,1
south_korea,1
global_pandemic,1
realdonaldtrump trump,1
19 case,1
deaths per,1
mil casos,1
petition via,1
medical workers,1
american lives,1
reino_unido,1
sent covid,0
coronavirus news,1
start coronavirus,1
ang_mga,1
small_businesses,1
covidiots covid19,0
get_rid,1
sarscov2_forecast,1
senatordurbin_dr,1
slow_spread,1
ka_na,1
produce unproven,1
positivos coronavirus,1
stayhome_staysafe,1
death_population,1
muertos covid,0
even_though,1
covid19 corona,0
cases rise,1
get back,1
thousands coronavirus,1
last_days,1
back_work,1
maker mass,1
please_help,1
new_normal,1
in_the,1
aged_care,1
01 2020,1
fight coronavirus,1
us coronavirus,1
head start,1
take_care,1
task_force,1
human_rights,1
five democrat,1
coronavirus south,1
mlb_season,1
vacunacion_masiva,1
behind tens,1
health_ministry,1
infected hundreds,1
governors behind,1
deaths sent,1
people covid,0
bet big,1
lena dunham,1
coronavirus updates,1
deadliest week,1
em massa,1
number covid,0
2020 08,1
billionaires bet,1
cases amp,1
covid19 test,0
covid19 crisis,0
19 hit,1
du covid,0
berlin restricciones,1
number cases,1
19 infection,1
johns_hopkins,1
indian billionaires,1
mortality_rate,1
000 cases,1
big head,1
covid cases,0
19 treatment,1
per_capita,1
inflate coronavirus,1
crew_members,1
contagios covid19,0
vacina covid,0
millions people,1
corona coronavirus,1
fox_news,1
study_finds,1
crisis coronavirus,1
pandemic covid19,0
people like,1
reported_today,1
het coronavirus,1
cause covid,0
get_sick,1
dies covid,0
schools_open,1
georgia overnight,1
spread virus,1
via_nyt,1
incentive hospitals,1
coronavirus trump,1
hundreds_thousands,1
eid_al,1
com covid,0
covid19 virus,0
hospitals inflate,1
vacinacao em,1
clinicas vacuna,1
14_days,1
washington_post,1
lockdown_easing,1
coronavirus new,1
il coronavirus,1
pay rent,1
via change,1
coronavirus says,1
states_hardest,1
via_googlenews,1
trump amp,1
coronavirus curbs,1
post covid,0
prevent_spread,1
covid19india coronavirus,0
covid19 testing,0
nouveaux_cas,1
uber die,1
surge covid,0
week career,1
via_yahoonews,1
talking points,1
endured deadliest,1
states covid19,0
31 2020,1
negative covid,0
coronavirus october,1
cana ruda,1
coronavirus aid,1
coronavirus coronavirus,1
daily cases,1
doctor endured,1
people get,1
bringing_total,1
19 spread,1
al_adha,1
abc_news,1
get covid19,0
confirmed covid,0
india day,1
got_ta,1
trabaho nila,1
covid 19,0
19 cases,1
coronavirus pandemic,1
coronavirus cases,1
coronavirus covid19,0
tested positive,1
new cases,1
tests positive,1
amit_shah,1
positive covid,0
19 pandemic,1
positive coronavirus,1
covid19 coronavirus,0
reducereimburse reducenittuitionfees,1
19 vaccine,1
home minister,1
hrdministry_drrpnishank,1
drrpnishank_pmoindia,1
white_house,1
get well,1
well_soon,1
nuevos casos,1
state disaster,1
covid 19 coronavirus,0
casos covid,0
coronavirus deaths,1
coronavirus vaccine,1
mhrd covid19,0
death_toll,1
new covid,0
speedy_recovery,1
reducenittuitionfees mhrd,1
due covid,0
via_youtube,1
casos coronavirus,1
wear_mask,1
social_distancing,1
deborah_birx,1
new coronavirus,1
coronavirus covid,0
new york,1
public_health,1
covid19 cases,0
positive covid19,0
stay_home,1
new phase,1
test positive,1
coronavirus covid 19,0
19 deaths,1
19 patients,1
play_button,1
covid19 pandemic,0
minister_amit,1
coronavirus relief,1
due covid19,0
24_horas,1
donald_trump,1
silver play,1
dr_fauci,1
coronavirus outbreak,1
dr_birx,1
due coronavirus,1
bbc_news,1
south_africa,1
coronavirus restrictions,1
news coronavirus,1
19 test,1
gon_na,1
shah tests,1
19 crisis,1
united_states,1
declares_state,1
nitians hrdministry,1
wear_masks,1
24_hours,1
19 via,1
pmoindia reducereimburse,1
victoria declares,1
pragnews dy365,1
ultimas_24,1
coronavirus lockdown,1
sars_cov,1
pandemia coronavirus,1
august_2020,1
online_classes,1
cases covid,0
19 positive,1
cases deaths,1
wearing_mask,1
house coronavirus,1
confirmed cases,1
casos positivos,1
issues regarding,1
aajtak indiatv,1
nursing_homes,1
amitabh_bachchan,1
reducenittuitionfees due,1
admitted_hospital,1
zeenewsenglish bbcindia,1
stay_safe,1
regarding reducereimburse,1
indiatv zeenewsenglish,1
phase coronavirus,1
extraordinarily_widespread,1
hefty internet,1
concrete measures,1
request nits,1
casos_confirmados,1
washington_post,1
urge aajtak,1
drrpnishank rashtrapatibhvn,1
measures hrdministry,1
bbcindia pragnews,1
lack concrete,1
vain lack,1
vacuna covid,0
assurances vain,1
via_gatewaypundit,1
reducereimburse covid19,0
many_people,1
000 americans,1
union home,1
long_term,1
19 outbreak,1
spread covid,0
bill_gates,1
clinical_trials,1
classes demands,1
demands hefty,1
pmoindia mhrd,1
request drrpnishank,1
dy365 help,1
100_000,1
pac_12,1
19 testing,1
reimburse part,1
reopening_schools,1
novel coronavirus,1
coronavirus via,1
02 08,1
active cases,1
live_updates,1
second_wave,1
nits reimburse,1
part mess,1
hong_kong,1
mess excess,1
birx_warns,1
excess cover,1
new deaths,1
amid covid,0
covid 19 covid19,0
looks_like,1
corona virus,1
150 000,1
help_us,1
death_rate,1
pay full,1
amid coronavirus,1
task_force,1
federal_government,1
council nits,1
19 di,1
advise council,1
expenseswe request,1
nitians pay,1
internet expenseswe,1
birx says,1
tuition fee,1
full tuition,1
coronavirus live,1
soon_sir,1
semester conducted,1
covid19verbal assurances,0
big_pharma,1
positive cases,1
rashtrapatibhvn advise,1
200_000,1
20 000,1
due covid19verbal,0
nits reducenittuitionfees,1
fee amount,1
justified request,1
19 vaccines,1
19 death,1
cases coronavirus,1
section 32,1
nit act,1
act 2007,1
32 nit,1
coronavirus death,1
500 000,1
people died,1
covid19 covid 19,0
pandemia covid,0
health care,1
reducenittuitionfees section,1
total cases,1
whole semester,1
2007 reducereimburse,1
tener gusto,1
trump_administration,1
dr_deborah,1
spread coronavirus,1
coronavirus update,1
back_school,1
blue_states,1
minister amitshah,1
take covid,0
62500is justified,1
coronavirus testing,1
coronavirus espero,1
year_old,1
go_back,1
died covid,0
gt_gt,1
india_mitega,1
amount 62500is,1
president trump,1
19 response,1
19 tests,1
coronavirus crisis,1
reducenittuitionfees reducereimburse,1
08 2020,1
spread covid19,0
widespread cases,1
good_news,1
wearing_masks,1
amitshah coronavirus,1
nancy_pelosi,1
19 coronavirus,1
000 people,1
york_times,1
around_world,1
covid19 positive,0
agosto_2020,1
acabo enterar,1
coronavirus response,1
help usraise,1
every_day,1
usraise issues,1
enterar tener,1
da covid,0
contagios covid,0
000 covid,0
muertes covid,0
fake_news,1
arizona superintendent,1
reopen_schools,1
half_million,1
du coronavirus,1
cover internetexpenses,1
internetexpenses nitians,1
casos nuevos,1
fight covid,0
mitega_india,1
coronavirus updates,1
safely reopening,1
face_masks,1
first line,1
covid19 deaths,0
coronavirus adviser,1
get covid,0
doug_pederson,1
cases reported,1
superintendent safely,1
it fantasy,1
protokol_kesehatan,1
persuade americans,1
coronavirus argentina,1
pandemia covid19,0
holding clinical,1
muertes coronavirus,1
19 virus,1
die covid,0
save_lives,1
last_24,1
americans take,1
as_pt,1
take_care,1
schools it,1
best persuade,1
people die,1
coronavirus infections,1
sorry fantasy,1
conducted onlinebut,1
onlinebut nitians,1
trials best,1
america_latina,1
government yale,1
contact_tracing,1
anthony_fauci,1
total_number,1
casos covid19,0
young_people,1
yale holding,1
liability_claims,1
19 lockdown,1
ministerio_salud,1
vaccine liability,1
died covid19,0
major_incident,1
pandemic widespread,1
positivo covid,0
get_sick,1
first_time,1
mental_health,1
amitshah tested,1
vacuna coronavirus,1
line covid,0
coronavirus victoria,1
social_media,1
relief_bill,1
deaths covid,0
response covid,0
australia victoria,1
karnataka cm,1
new covid19,0
boris_johnson,1
cdc_director,1
discharged hospital,1
people_dying,1
months_ago,1
fantasy washington,1
19 case,1
last_week,1
care_homes,1
positif covid,0
stop_spread,1
us coronavirus,1
warns us,1
health_officials,1
000 deaths,1
herd_immunity,1
one_day,1
coronavirus task,1
get tested,1
testing positive,1
open_schools,1
healthcare_workers,1
get coronavirus,1
american_people,1
health_department,1
amitshah ji,1
pandemi covid,0
internet expenses,1
nuevos_contagios,1
pelosi says,1
says covid,0
wish_speedy,1
us open,1
test_results,1
in new,1
amitshah tests,1
positivos covid,0
pacientes covid,0
sintoma coronavirus,1
negative covid,0
coronavirus outbreaks,1
19 update,1
infected covid,0
corona covid19,0
contagios coronavirus,1
gusto sintoma,1
monetary incentive,1
debate begins,1
tests covid,0
covid19 vaccine,0
health_ministry,1
000 dead,1
schools safely,1
tested_negative,1
us in,1
single_day,1
face_mask,1
says confidence,1
in_person,1
19 relief,1
per_day,1
fatality_rate,1
coronavirus positive,1
india covid,0
latin_america,1
cases rise,1
covid19 patients,0
could die,1
make_sure,1
hospitals monetary,1
covid coronavirus,0
coronavirus india,1
jeff gregorich,1
cruise_ship,1
10 000,1
casos_activos,1
get back,1
fight coronavirus,1
coronavirus disease,1
wash_hands,1
coronavirus patients,1
sign_petition,1
unemployment_benefits,1
coronavirus infected,1
toque_queda,1
coronavirus infection,1
671 new,1
trying reopen,1
2020 08,1
china virus,1
two_weeks,1
truth covid,0
begins first,1
global_pandemic,1
shah tested,1
coronavirus new,1
sa_mga,1
state health,1
people lives,1
covid19 sarscov2,0
cases covid19,0
pharma exempt,1
exempt covid,0
19 infections,1
19 surge,1
spike cases,1
widespread us,1
look_like,1
superintendent trying,1
covid19 corona,0
espero gusta,1
economy trump,1
gregorich superintendent,1
19 restrictions,1
via_nytimes,1
avoid second,1
no confidence,1
please_help,1
common_cold,1
reuniones_sociales,1
coronavirus corona,1
19 extraordinarily,1
fantasy jeff,1
people get,1
incident_declared,1
daily cases,1
breaking_news,1
trump coronavirus,1
people like,1
000 casos,1
states covid19,0
coronavirus concerns,1
new post,1
covid19 covid,0
greater_manchester,1
red flags,1
told stay,1
vaccines via,1
family_members,1
deaths per,1
flags soar,1
rani varun,1
summer_camp,1
prime_minister,1
health workers,1
19 amp,1
covid cases,0
kamal rani,1
bs yediyurappa,1
tamil_nadu,1
soar big,1
high_school,1
nick kyrgios,1
impact covid,0
na_lang,1
mil casos,1
tested covid,0
mortality_rate,1
over 50s,1
daily_thanks,1
total deaths,1
painful truth,1
trump blame,1
mortes covid,0
covid19 amp,0
covid economy,0
post covid,0
loved_ones,1
come_back,1
deaths reported,1
of_the,1
sounds_like,1
cases confirmed,1
air_pollution,1
virus covid,0
adviser deborah,1
covid19india coronavirus,0
bollywood_star,1
stayhome_staysafe,1
abc_news,1
nuovi_casi,1
button na,1
top white,1
could told,1
fight covid19,0
million people,1
zero_hedge,1
americans_died,1
god_bless,1
last_days,1
covid19 lockdown,0
petition via,1
nationwide lockdown,1
wishing_speedy,1
confidence top,1
new death,1
50s could,1
americans could,1
schools_reopen,1
du covid,0
wan_na,1
positivo coronavirus,1
high_risk,1
died coronavirus,1
disaster spike,1
spread virus,1
need_know,1
school_reopening,1
000 cases,1
go_away,1
common_sense,1
every_single,1
us raise,1
handling coronavirus,1
would_like,1
recovery_rate,1
200 mil,1
herman_cain,1
clean air,1
fauci wrong,1
covid covid19,0
in_the,1
announces no,1
death_rates,1
raise issues,1
expenses nitians,1
course via,1
midst covid,0
home avoid,1
new_normal,1
coronavirus thousands,1
social_distance,1
covid 19,0
19 cases,1
19 pandemic,1
coronavirus pandemic,1
coronavirus covid19,0
coronavirus cases,1
positive covid,0
covid19 coronavirus,0
tested positive,1
new cases,1
white_house,1
19 vaccine,1
tests positive,1
nuevos casos,1
casos covid,0
positive coronavirus,1
coronavirus vaccine,1
covid19 pandemic,0
new covid,0
new york,1
due covid,0
public_health,1
via_youtube,1
19 patients,1
casos coronavirus,1
new coronavirus,1
19 test,1
19 deaths,1
social_distancing,1
coronavirus relief,1
test positive,1
wear_mask,1
amid coronavirus,1
19 testing,1
covid19 cases,0
silver_bullet,1
coronavirus covid,0
coronavirus outbreak,1
covid 19 covid19,0
donald_trump,1
covid 19 coronavirus,0
coronavirus deaths,1
bbc_news,1
death_toll,1
school_district,1
19 crisis,1
dr_birx,1
news coronavirus,1
august_2020,1
via_gatewaypundit,1
nursing_homes,1
19 via,1
dr_fauci,1
united_states,1
quizas nunca,1
24_horas,1
pandemia coronavirus,1
due covid19,0
coronavirus covid 19,0
sars_cov,1
casos positivos,1
260_employees,1
health care,1
new phase,1
covid19 covid 19,0
gon_na,1
spread covid,0
live_updates,1
da covid,0
due coronavirus,1
fake_news,1
new post,1
19 di,1
casos_confirmados,1
cases covid,0
gt_gt,1
amid covid,0
last_week,1
president trump,1
first_time,1
many_people,1
long_term,1
extraordinarily_widespread,1
wear_masks,1
19 outbreak,1
24_hours,1
bill_gates,1
wearing_mask,1
confirmed cases,1
relief_bill,1
trump_administration,1
90 minute,1
employees georgia,1
coronavirus response,1
back_school,1
pandemia covid,0
ultimas_24,1
03 08,1
year_old,1
task_force,1
19 tests,1
spread coronavirus,1
19 exposed,1
novel coronavirus,1
vacuna covid,0
wearing_masks,1
coronavirus live,1
america_latina,1
nunca solucion,1
stay_home,1
hong_kong,1
pandemia covid19,0
spread covid19,0
coronavirus testing,1
coronavirus crisis,1
go_back,1
active cases,1
deborah_birx,1
impact covid,0
largest school,1
19 response,1
19 relief,1
positive covid19,0
high_school,1
coronavirus via,1
video via,1
new deaths,1
social_media,1
pandemic bad,1
corona virus,1
vacuna_rusa,1
second_wave,1
died covid,0
bad america,1
coronavirus update,1
may_never,1
19 death,1
cruise_ship,1
mental_health,1
000 people,1
face_masks,1
control coronavirus,1
coronavirus argentina,1
coronavirus lockdown,1
death_rate,1
000 americans,1
small_businesses,1
georgia largest,1
america atlantic,1
150 000,1
in_person,1
agosto_2020,1
people died,1
open_schools,1
cases deaths,1
coronavirus test,1
positive cases,1
response covid,0
000 covid,0
looks_like,1
08 2020,1
coronavirus new,1
19 update,1
tests covid,0
total cases,1
19 coronavirus,1
solucion coronavirus,1
around_world,1
every_day,1
stay_safe,1
19 positive,1
schools_reopen,1
contact_tracing,1
good_news,1
coronavirus tests,1
cases coronavirus,1
whitehouse_realdonaldtrump,1
coronavirus aid,1
contagios covid,0
experts_say,1
clinical_trials,1
pandemi covid,0
covid19 deaths,0
cover_up,1
minute tests,1
casos covid19,0
19 vaccines,1
protokol_kesehatan,1
covid19 vaccine,0
voluntarios recibieron,1
common_cold,1
new covid19,0
trump criticizes,1
make_sure,1
pacientes covid,0
100_000,1
test_results,1
positivos covid,0
coronavirus iran,1
loses parents,1
last_24,1
china virus,1
york_times,1
data leak,1
parents covid,0
amit_shah,1
du coronavirus,1
50 000,1
coronavirus death,1
rusa covid,0
casos nuevos,1
19 virus,1
look_like,1
get covid,0
stop_spread,1
recibieron vacuna,1
must_read,1
positivo covid,0
us coronavirus,1
people die,1
top_story,1
big_pharma,1
coronavirus restrictions,1
19 case,1
every possible,1
19 treatment,1
desarrollaron inmunidad,1
birx_warns,1
fight covid,0
spreading coronavirus,1
coronavirus surge,1
iran cover,1
squandered every,1
19 lockdown,1
get tested,1
possible opportunity,1
ample warning,1
despite ample,1
boris_johnson,1
face_mask,1
washington_post,1
oms afirma,1
coronavirus task,1
new 90,1
doug_pederson,1
opportunity control,1
19 em,1
post covid,0
american_people,1
nancy_pelosi,1
birx says,1
stabbing bulls,1
nuevo coronavirus,1
stop stabbing,1
bulls death,1
south_africa,1
000 dead,1
nicole neumann,1
criticizes birx,1
deaths revealed,1
cases reported,1
warning squandered,1
19 flu,1
19 desarrollaron,1
scientific expertise,1
revealed data,1
positif covid,0
biomedical might,1
one_day,1
phase coronavirus,1
considerable advantages,1
might scientific,1
resources biomedical,1
reopening_schools,1
immense resources,1
casos_activos,1
advantages immense,1
ministerio_salud,1
nursing_home,1
it floundered,1
young_people,1
expertise it,1
join_us,1
health_officials,1
federal_government,1
despite considerable,1
coronavirus infection,1
help_us,1
000 deaths,1
nuevos_contagios,1
need_know,1
positivo coronavirus,1
coronavirus corona,1
90 minutes,1
rusia suministrara,1
